,ticker,timestamp,open_price,highest_price,lowest_price,close_price,volume,d_close_price,day_range
136,AAPL,1742304600,214.16000366210938,215.14999389648438,211.49000549316406,212.4114532470703,42432400,-1.30828857421875,3.6599884033203125
135,AAPL,1742391000,214.22000122070312,218.75999450683594,213.75,214.95811462402344,54385400,2.546661376953125,5.0099945068359375
134,AAPL,1742477400,213.99000549316406,217.49000549316406,212.22000122070312,213.81961059570312,48862900,-1.1385040283203125,5.2700042724609375
133,AAPL,1742563800,211.55999755859375,218.83999633789062,211.27999877929688,217.98414611816406,94127800,4.1645355224609375,7.55999755859375
132,AAPL,1742823000,221.0,221.47999572753906,218.5800018310547,220.44091796875,44299500,2.4567718505859375,2.899993896484375
131,AAPL,1742909400,220.77000427246094,224.10000610351562,220.0800018310547,223.45697021484375,34493600,3.01605224609375,4.0200042724609375
130,AAPL,1742995800,223.50999450683594,225.02000427246094,220.47000122070312,221.2398681640625,34466100,-2.21710205078125,4.5500030517578125
129,AAPL,1743082200,221.38999938964844,224.99000549316406,220.55999755859375,223.5568389892578,37094800,2.3169708251953125,4.4300079345703125
128,AAPL,1743168600,221.6699981689453,223.80999755859375,217.67999267578125,217.6146240234375,39818600,-5.9422149658203125,6.1300048828125
127,AAPL,1743427800,217.00999450683594,225.6199951171875,216.22999572753906,221.83909606933594,65299300,4.2244720458984375,9.389999389648438
126,AAPL,1743514200,219.80999755859375,223.67999267578125,218.89999389648438,222.897705078125,36412700,1.0586090087890625,4.779998779296875
125,AAPL,1743600600,221.32000732421875,225.19000244140625,221.02000427246094,223.59678649902344,35905900,0.6990814208984375,4.1699981689453125
124,AAPL,1743687000,205.5399932861328,207.49000549316406,201.25,202.9239044189453,103419000,-20.672882080078125,6.2400054931640625
123,AAPL,1743773400,193.88999938964844,199.8800048828125,187.33999633789062,188.13330078125,125910900,-14.790603637695312,12.540008544921875
122,AAPL,1744032600,177.1999969482422,194.14999389648438,174.6199951171875,181.2223663330078,160466300,-6.9109344482421875,19.529998779296875
121,AAPL,1744119000,186.6999969482422,190.33999633789062,169.2100067138672,172.19419860839844,120859500,-9.028167724609375,21.129989624023438
120,AAPL,1744205400,171.9499969482422,200.61000061035156,171.88999938964844,198.58958435058594,184395900,26.3953857421875,28.720001220703125
119,AAPL,1744291800,189.07000732421875,194.77999877929688,183.0,190.17062377929688,121880000,-8.418960571289062,11.779998779296875
118,AAPL,1744378200,186.10000610351562,199.5399932861328,186.05999755859375,197.89048767089844,87435900,7.7198638916015625,13.479995727539062
117,AAPL,1744637400,211.44000244140625,212.94000244140625,201.16000366210938,202.25477600097656,101352900,4.364288330078125,11.779998779296875
116,AAPL,1744723800,201.86000061035156,203.50999450683594,199.8000030517578,201.87527465820312,51343900,-0.3795013427734375,3.709991455078125
115,AAPL,1744810200,198.36000061035156,200.6999969482422,192.3699951171875,194.0155792236328,59732400,-7.8596954345703125,8.330001831054688
114,AAPL,1744896600,197.1999969482422,198.8300018310547,194.4199981689453,196.72203063964844,51334300,2.706451416015625,4.410003662109375
113,AAPL,1745242200,193.27000427246094,193.8000030517578,189.80999755859375,192.9070281982422,46742500,-3.81500244140625,3.9900054931640625
112,AAPL,1745328600,196.1199951171875,201.58999633789062,195.97000122070312,199.47842407226562,52976400,6.5713958740234375,5.6199951171875
111,AAPL,1745415000,206.0,208.0,202.8000030517578,204.33206176757812,52929200,4.8536376953125,5.1999969482421875
110,AAPL,1745501400,204.88999938964844,208.8300018310547,202.94000244140625,208.09710693359375,47311000,3.765045166015625,5.8899993896484375
109,AAPL,1745587800,206.3699951171875,209.75,206.1999969482422,209.00592041015625,38222300,0.9088134765625,3.5500030517578125
108,AAPL,1745847000,210.0,211.5,207.4600067138672,209.8647918701172,38743100,0.8588714599609375,4.0399932861328125
107,AAPL,1745933400,208.69000244140625,212.24000549316406,208.3699951171875,210.9333953857422,36827600,1.068603515625,3.8700103759765625
106,AAPL,1746019800,209.3000030517578,213.5800018310547,206.6699981689453,212.22171020507812,52286500,1.2883148193359375,6.910003662109375
105,AAPL,1746106200,209.0800018310547,214.55999755859375,208.89999389648438,213.04063415527344,57365700,0.8189239501953125,5.660003662109375
104,AAPL,1746192600,206.08999633789062,206.99000549316406,202.16000366210938,205.08106994628906,101010600,-7.959564208984375,4.8300018310546875
103,AAPL,1746451800,203.10000610351562,204.10000610351562,198.2100067138672,198.62953186035156,69018500,-6.4515380859375,5.8899993896484375
102,AAPL,1746538200,198.2100067138672,200.64999389648438,197.02000427246094,198.25001525878906,51216500,-0.3795166015625,3.6299896240234375
101,AAPL,1746624600,199.1699981689453,199.44000244140625,193.25,195.99298095703125,68536700,-2.2570343017578125,6.19000244140625
100,AAPL,1746711000,197.72000122070312,200.0500030517578,194.67999267578125,197.2313690185547,50478900,1.2383880615234375,5.3700103759765625
99,AAPL,1746797400,199.0,200.5399932861328,197.5399932861328,198.27000427246094,36453900,1.03863525390625,3.0
98,AAPL,1747056600,210.97000122070312,211.27000427246094,206.75,210.7899932861328,63775800,12.519989013671875,4.5200042724609375
97,AAPL,1747143000,210.42999267578125,213.39999389648438,209.0,212.92999267578125,51909300,2.1399993896484375,4.399993896484375
96,AAPL,1747229400,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,49325800,-0.5999908447265625,3.3600006103515625
95,AAPL,1747315800,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,45029500,-0.8800048828125,3.420013427734375
94,AAPL,1747402200,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,53659100,-0.19000244140625,2.8000030517578125
93,AMD,1735655400,123.0999984741211,123.55000305175781,120.13999938964844,120.79000091552734,30203400,,3.410003662109375
92,AMD,1735828200,122.29000091552734,123.13999938964844,119.44000244140625,120.62999725341797,34256200,-0.160003662109375,3.6999969482421875
91,AMD,1735914600,121.6500015258789,125.55999755859375,121.41999816894531,125.37000274658203,36785300,4.7400054931640625,4.1399993896484375
90,AMD,1736173800,129.07000732421875,130.72999572753906,127.36000061035156,129.5500030517578,48020200,4.180000305175781,3.3699951171875
89,AMD,1736260200,130.50999450683594,131.7100067138672,126.8499984741211,127.33000183105469,39220400,-2.220001220703125,4.860008239746094
88,AMD,1736346600,124.51000213623047,125.30000305175781,120.12000274658203,121.83999633789062,46723100,-5.4900054931640625,5.180000305175781
87,AMD,1736519400,118.18000030517578,118.70999908447266,114.44999694824219,116.04000091552734,59415600,-5.799995422363281,4.260002136230469
86,AMD,1736778600,115.27999877929688,117.4800033569336,114.41000366210938,117.31999969482422,39128900,1.279998779296875,3.0699996948242188
85,AMD,1736865000,118.0,118.66000366210938,114.5,116.08999633789062,37005300,-1.2300033569335938,4.160003662109375
84,AMD,1736951400,117.55000305175781,120.41999816894531,117.45999908447266,119.95999908447266,38185800,3.8700027465820312,2.9599990844726562
83,AMD,1737037800,120.23999786376953,121.08999633789062,118.25,118.44000244140625,29414100,-1.5199966430664062,2.839996337890625
82,AMD,1737124200,120.77999877929688,122.73999786376953,120.55000305175781,121.45999908447266,35765900,3.0199966430664062,2.1899948120117188
81,AMD,1737469800,122.38999938964844,123.75,121.12000274658203,122.27999877929688,31578800,0.8199996948242188,2.6299972534179688
80,AMD,1737556200,123.08000183105469,125.6500015258789,121.91000366210938,123.75,35023800,1.470001220703125,3.7399978637695312
79,AMD,1737642600,121.43000030517578,123.70999908447266,120.62999725341797,123.04000091552734,24921100,-0.7099990844726562,3.0800018310546875
78,AMD,1737729000,124.55000305175781,125.25,122.2300033569336,122.83999633789062,31570300,-0.20000457763671875,3.0199966430664062
77,AMD,1737988200,117.80000305175781,118.08000183105469,112.80000305175781,115.01000213623047,61067900,-7.829994201660156,5.279998779296875
76,AMD,1738074600,115.18000030517578,116.1500015258789,112.94999694824219,114.16999816894531,40554800,-0.8400039672851562,3.2000045776367188
75,AMD,1738161000,115.7699966430664,118.5199966430664,114.95999908447266,117.3499984741211,40199100,3.1800003051757812,3.55999755859375
74,AMD,1738247400,118.52999877929688,120.44000244140625,117.08999633789062,118.86000061035156,29788400,1.5100021362304688,3.350006103515625
73,AMD,1738333800,119.13999938964844,119.56999969482422,115.33000183105469,115.94999694824219,40533600,-2.910003662109375,4.239997863769531
72,AMD,1738593000,113.87999725341797,115.16000366210938,112.9800033569336,114.2699966430664,34586100,-1.6800003051757812,2.1800003051757812
71,AMD,1738679400,115.44999694824219,119.8499984741211,114.79000091552734,119.5,69412100,5.230003356933594,5.05999755859375
70,AMD,1738765800,107.61000061035156,112.08999633789062,106.5,112.01000213623047,110385200,-7.489997863769531,5.589996337890625
69,AMD,1738852200,110.93000030517578,112.55999755859375,109.0199966430664,110.16000366210938,50426600,-1.8499984741210938,3.5400009155273438
68,AMD,1738938600,109.12999725341797,109.91999816894531,106.79000091552734,107.55999755859375,46082500,-2.600006103515625,3.1299972534179688
67,AMD,1739197800,108.44000244140625,111.4000015258789,108.1500015258789,110.4800033569336,34905400,2.9200057983398438,3.25
66,AMD,1739284200,108.9800033569336,113.06999969482422,108.94000244140625,111.0999984741211,35033800,0.6199951171875,4.129997253417969
65,AMD,1739370600,109.5199966430664,111.83999633789062,109.05999755859375,111.72000122070312,25319700,0.6200027465820312,2.779998779296875
64,AMD,1739457000,112.0,114.5999984741211,110.4000015258789,111.80999755859375,40911800,0.089996337890625,4.1999969482421875
63,AMD,1739543400,112.6500015258789,114.62999725341797,111.69999694824219,113.0999984741211,32477200,1.2900009155273438,2.9300003051757812
62,AMD,1739889000,114.05000305175781,115.55000305175781,113.44999694824219,114.27999877929688,31720300,1.1800003051757812,2.100006103515625
61,AMD,1739975400,114.25,116.11000061035156,113.13999938964844,114.69000244140625,28807700,0.410003662109375,2.970001220703125
60,AMD,1740061800,115.01000213623047,116.55000305175781,113.11000061035156,114.16999816894531,27219600,-0.5200042724609375,3.44000244140625
59,AMD,1740148200,114.8499984741211,115.76000213623047,110.43000030517578,110.83999633789062,41353700,-3.3300018310546875,5.3300018310546875
58,AMD,1740407400,111.48999786376953,111.5999984741211,107.9800033569336,108.11000061035156,29072200,-2.7299957275390625,3.6199951171875
57,AMD,1740493800,107.88999938964844,108.63999938964844,103.62000274658203,103.95999908447266,39169200,-4.150001525878906,5.019996643066406
56,AMD,1740580200,104.94999694824219,105.80000305175781,103.98999786376953,104.73999786376953,29178200,0.779998779296875,1.8100051879882812
55,AMD,1740666600,105.08000183105469,105.76000213623047,99.5,99.51000213623047,47263700,-5.2299957275390625,6.260002136230469
54,AMD,1740753000,99.55999755859375,101.80000305175781,98.69000244140625,99.86000061035156,45194600,0.34999847412109375,3.1100006103515625
53,AMD,1741012200,101.5199966430664,102.33999633789062,97.08999633789062,98.2300033569336,38958000,-1.6299972534179688,5.25
52,AMD,1741098600,96.0,103.18000030517578,95.88999938964844,100.75,54156900,2.5199966430664062,7.290000915527344
51,AMD,1741185000,100.36000061035156,101.83999633789062,98.87000274658203,101.66999816894531,27855500,0.9199981689453125,2.9699935913085938
50,AMD,1741271400,99.05000305175781,101.08000183105469,98.2699966430664,98.8499984741211,28985000,-2.8199996948242188,2.8100051879882812
49,AMD,1741357800,98.87999725341797,100.6500015258789,96.38999938964844,100.30999755859375,33254400,1.4599990844726562,4.260002136230469
48,AMD,1741613400,98.56999969482422,101.29000091552734,95.83000183105469,96.62999725341797,38733200,-3.6800003051757812,5.459999084472656
47,AMD,1741699800,96.79000091552734,98.16000366210938,94.7300033569336,96.76000213623047,34078300,0.1300048828125,3.4300003051757812
46,AMD,1741786200,99.05000305175781,101.72000122070312,98.16999816894531,100.79000091552734,34241300,4.029998779296875,3.5500030517578125
45,AMD,1741872600,99.72000122070312,100.06999969482422,97.2699966430664,98.11000061035156,28575200,-2.6800003051757812,2.8000030517578125
44,AMD,1741959000,99.63999938964844,101.22000122070312,99.58000183105469,100.97000122070312,24715300,2.8600006103515625,1.6399993896484375
43,AMD,1742218200,102.5999984741211,106.1500015258789,102.5999984741211,104.58999633789062,43689500,3.6199951171875,3.5500030517578125
42,AMD,1742304600,103.8499984741211,104.55000305175781,102.97000122070312,103.51000213623047,27152800,-1.0799942016601562,1.5800018310546875
41,AMD,1742391000,104.41999816894531,107.9000015258789,101.95999908447266,106.2300033569336,32287500,2.720001220703125,5.94000244140625
40,AMD,1742477400,105.12000274658203,108.26000213623047,105.12000274658203,107.13999938964844,26871800,0.9099960327148438,3.1399993896484375
39,AMD,1742563800,105.33000183105469,107.25,104.33000183105469,106.44000244140625,30767900,-0.6999969482421875,2.9199981689453125
38,AMD,1742823000,109.7300033569336,114.8499984741211,109.4000015258789,113.8499984741211,53342000,7.409996032714844,5.4499969482421875
37,AMD,1742909400,113.2699966430664,114.94999694824219,112.70999908447266,114.80999755859375,29077500,0.9599990844726562,2.2399978637695312
36,AMD,1742995800,114.11000061035156,115.9000015258789,108.68000030517578,110.19000244140625,39824000,-4.6199951171875,7.220001220703125
35,AMD,1743082200,106.11000061035156,107.62000274658203,105.55000305175781,106.6500015258789,32773700,-3.5400009155273438,2.0699996948242188
34,AMD,1743168600,105.52999877929688,106.51000213623047,102.4800033569336,103.22000122070312,31069100,-3.4300003051757812,4.029998779296875
33,AMD,1743427800,100.23999786376953,102.81999969482422,98.80000305175781,102.73999786376953,30865300,-0.48000335693359375,4.019996643066406
32,AMD,1743514200,102.16000366210938,102.83000183105469,100.93000030517578,102.77999877929688,23523200,0.04000091552734375,1.9000015258789062
31,AMD,1743600600,101.5199966430664,104.19000244140625,100.76000213623047,102.95999908447266,20794000,0.18000030517578125,3.4300003051757812
30,AMD,1743687000,97.79000091552734,99.44999694824219,93.63999938964844,93.80000305175781,50472500,-9.159996032714844,5.80999755859375
29,AMD,1743773400,90.0999984741211,91.08000183105469,83.66999816894531,85.76000213623047,65847000,-8.040000915527344,7.410003662109375
28,AMD,1744032600,80.68000030517578,89.0,77.75,83.63999938964844,70515400,-2.1200027465820312,11.25
27,AMD,1744119000,86.1500015258789,88.93000030517578,76.4800033569336,78.20999908447266,69910200,-5.430000305175781,12.449996948242188
26,AMD,1744205400,79.22000122070312,97.91000366210938,78.87000274658203,96.83999633789062,97827400,18.62999725341797,19.040000915527344
25,AMD,1744291800,91.0,92.94999694824219,85.05999755859375,88.69999694824219,65210600,-8.139999389648438,7.8899993896484375
24,AMD,1744378200,90.51000213623047,94.76000213623047,90.5,93.4000015258789,57892600,4.700004577636719,4.260002136230469
23,AMD,1744637400,97.11000061035156,97.37000274658203,93.44999694824219,94.5,36003000,1.0999984741210938,3.9200057983398438
22,AMD,1744723800,94.66000366210938,96.8499984741211,94.62000274658203,95.29000091552734,28116500,0.7900009155273438,2.2299957275390625
21,AMD,1744810200,87.61000061035156,90.47000122070312,85.30000305175781,88.29000091552734,62109000,-7.0,5.1699981689453125
20,AMD,1744896600,88.83999633789062,89.02999877929688,86.5199966430664,87.5,34693400,-0.7900009155273438,2.5100021362304688
19,AMD,1745242200,86.0199966430664,86.13999938964844,83.75,85.55999755859375,33855400,-1.94000244140625,2.3899993896484375
18,AMD,1745328600,86.12000274658203,87.16999816894531,85.16999816894531,86.26000213623047,35236700,0.7000045776367188,2.0
17,AMD,1745415000,91.87999725341797,93.73999786376953,90.12000274658203,90.38999938964844,41102600,4.129997253417969,3.6199951171875
16,AMD,1745501400,91.58999633789062,94.75,90.37000274658203,94.47000122070312,33681900,4.0800018310546875,4.379997253417969
15,AMD,1745587800,93.27999877929688,97.0999984741211,92.8499984741211,96.6500015258789,28575300,2.1800003051757812,4.25
14,AMD,1745847000,95.58000183105469,97.48999786376953,94.2699966430664,96.38999938964844,30456700,-0.26000213623046875,3.220001220703125
13,AMD,1745933400,95.76000213623047,97.18000030517578,95.33000183105469,96.05999755859375,20700600,-0.3300018310546875,1.8499984741210938
12,AMD,1746019800,92.80999755859375,97.55000305175781,91.87000274658203,97.3499984741211,29730700,1.2900009155273438,5.680000305175781
11,AMD,1746106200,99.2699966430664,100.0999984741211,96.44999694824219,96.6500015258789,29591500,-0.6999969482421875,3.6500015258789062
10,AMD,1746192600,98.4000015258789,99.87999725341797,98.30000305175781,98.80000305175781,29957900,2.1500015258789062,1.5799942016601562
9,AMD,1746451800,99.0,102.05000305175781,98.76000213623047,100.58999633789062,41268900,1.7899932861328125,3.2900009155273438
8,AMD,1746538200,98.41000366210938,100.06999969482422,97.44000244140625,98.62000274658203,54264300,-1.9699935913085938,2.6299972534179688
7,AMD,1746624600,100.75,103.41999816894531,96.87999725341797,100.36000061035156,86474400,1.7399978637695312,6.540000915527344
6,AMD,1746711000,101.91999816894531,105.44000244140625,101.55999755859375,101.69999694824219,54231400,1.339996337890625,3.8800048828125
5,AMD,1746797400,102.58999633789062,103.54000091552734,101.5999984741211,102.83999633789062,31704300,1.1399993896484375,1.94000244140625
4,AMD,1747056600,110.41999816894531,110.66999816894531,106.9800033569336,108.12000274658203,50543400,5.280006408691406,3.6899948120117188
3,AMD,1747143000,109.5999984741211,113.12999725341797,109.0,112.45999908447266,55659500,4.339996337890625,4.129997253417969
2,AMD,1747229400,119.83000183105469,122.5199966430664,116.58999633789062,117.72000122070312,86743700,5.260002136230469,5.930000305175781
1,AMD,1747315800,117.0199966430664,117.5,114.01000213623047,114.98999786376953,43843200,-2.7300033569335938,3.4899978637695312
0,AMD,1747402200,118.06999969482422,118.23999786376953,116.01000213623047,117.16999816894531,42968300,2.1800003051757812,2.2299957275390625
469,AMZN,1735655400,222.97000122070312,223.22999572753906,218.94000244140625,219.38999938964844,24819700,,4.2899932861328125
468,AMZN,1735828200,222.02999877929688,225.14999389648438,218.19000244140625,220.22000122070312,33956600,0.8300018310546875,6.959991455078125
467,AMZN,1735914600,222.50999450683594,225.36000061035156,221.6199951171875,224.19000244140625,27515600,3.970001220703125,3.7400054931640625
466,AMZN,1736173800,226.77999877929688,228.83999633789062,224.83999633789062,227.61000061035156,31849800,3.4199981689453125,4.0
465,AMZN,1736260200,227.89999389648438,228.3800048828125,221.4600067138672,222.11000061035156,28084200,-5.5,6.9199981689453125
464,AMZN,1736346600,223.19000244140625,223.52000427246094,220.1999969482422,222.1300048828125,25033300,0.0200042724609375,3.32000732421875
463,AMZN,1736519400,221.4600067138672,221.7100067138672,216.5,218.94000244140625,36811500,-3.19000244140625,5.2100067138671875
462,AMZN,1736778600,218.05999755859375,219.39999389648438,216.47000122070312,218.4600067138672,27262700,-0.4799957275390625,2.92999267578125
461,AMZN,1736865000,220.44000244140625,221.82000732421875,216.1999969482422,217.75999450683594,24711700,-0.70001220703125,5.6200103759765625
460,AMZN,1736951400,222.8300018310547,223.57000732421875,220.75,223.35000610351562,31291300,5.5900115966796875,2.82000732421875
459,AMZN,1737037800,224.4199981689453,224.64999389648438,220.30999755859375,220.66000366210938,24757300,-2.69000244140625,4.339996337890625
458,AMZN,1737124200,225.83999633789062,226.50999450683594,223.0800018310547,225.94000244140625,42370100,5.279998779296875,3.42999267578125
457,AMZN,1737469800,228.89999389648438,231.77999877929688,226.94000244140625,230.7100067138672,39951500,4.7700042724609375,4.839996337890625
456,AMZN,1737556200,232.02000427246094,235.44000244140625,231.19000244140625,235.00999450683594,41448200,4.29998779296875,4.25
455,AMZN,1737642600,234.10000610351562,235.52000427246094,231.50999450683594,235.4199981689453,26404400,0.410003662109375,4.010009765625
454,AMZN,1737729000,234.5,236.39999389648438,232.92999267578125,234.85000610351562,25890700,-0.5699920654296875,3.470001220703125
453,AMZN,1737988200,226.2100067138672,235.61000061035156,225.86000061035156,235.4199981689453,49428300,0.5699920654296875,9.75
452,AMZN,1738074600,234.2899932861328,241.77000427246094,233.97999572753906,238.14999389648438,41587200,2.7299957275390625,7.790008544921875
451,AMZN,1738161000,239.02000427246094,240.38999938964844,236.14999389648438,237.07000732421875,26091700,-1.079986572265625,4.2400054931640625
450,AMZN,1738247400,237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,32020700,-2.4300079345703125,5.7299957275390625
449,AMZN,1738333800,236.5,240.2899932861328,236.41000366210938,237.67999267578125,36162400,3.0399932861328125,3.8799896240234375
448,AMZN,1738593000,234.05999755859375,239.25,232.89999389648438,237.4199981689453,37285900,-0.2599945068359375,6.350006103515625
447,AMZN,1738679400,239.00999450683594,242.52000427246094,238.02999877929688,242.05999755859375,29713800,4.6399993896484375,4.4900054931640625
446,AMZN,1738765800,237.02000427246094,238.32000732421875,235.1999969482422,236.1699981689453,38727300,-5.8899993896484375,3.1200103759765625
445,AMZN,1738852200,238.00999450683594,239.66000366210938,236.00999450683594,238.8300018310547,60897100,2.660003662109375,3.6500091552734375
444,AMZN,1738938600,232.5,234.80999755859375,228.05999755859375,229.14999389648438,77539300,-9.680007934570312,6.75
443,AMZN,1739197800,230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,35419900,3.9900054931640625,4.720001220703125
442,AMZN,1739284200,231.9199981689453,233.44000244140625,230.1300048828125,232.75999450683594,23713700,-0.3800048828125,3.30999755859375
441,AMZN,1739370600,230.4600067138672,231.17999267578125,228.16000366210938,228.92999267578125,32285200,-3.8300018310546875,3.019989013671875
440,AMZN,1739457000,228.85000610351562,230.4199981689453,227.52000427246094,230.3699951171875,31346500,1.44000244140625,2.899993896484375
