,ticker,timestamp,open_price,highest_price,lowest_price,close_price,MACD,signal,AO,AC,histogram
1062,SOLUSDT,2024-12-16,224.24,227.47,213.21,216.19,-0.45098307570916063,2.471785616238531,-8.808411764705937,-0.004188235294156684,-2.9227686919476916
1063,SOLUSDT,2024-12-17,216.19,229.04,211.3,223.2,-0.5700050440915163,1.8634274841725216,-11.087676470588235,-1.3940999999999857,-2.4334325282640377
1064,SOLUSDT,2024-12-18,223.2,226.07,204.63,206.46,-1.9921447054270516,1.0923130462526072,-12.914647058823505,-2.6404411764705564,-3.0844577516796585
1065,SOLUSDT,2024-12-19,206.46,212.07,186.79,193.67,-4.103939087323255,0.05306261953743474,-16.897264705882378,-5.250547058823543,-4.157001706860689
1066,SOLUSDT,2024-12-20,193.67,199.72,175.05,194.34,-5.658263015164181,-1.0892025074028884,-22.64117647058822,-8.171341176470566,-4.569060507761293
1067,SOLUSDT,2024-12-21,194.34,201.9,178.35,181.34,-7.848593579539113,-2.4410807218301334,-27.59094117647055,-9.364599999999975,-5.40751285770898
1068,SOLUSDT,2024-12-22,181.34,187.77,176.72,180.43,-9.547814465251207,-3.862427470514348,-33.432411764705904,-10.737123529411793,-5.685386994736859
1069,SOLUSDT,2024-12-23,180.43,193.4,176.34,190.05,-10.002898470122517,-5.090521670435982,-37.88664705882351,-10.1969588235294,-4.912376799686535
1070,SOLUSDT,2024-12-24,190.05,198.99,186.02,197.02,-9.689441226416307,-6.010305581632047,-37.974441176470606,-6.0693176470588455,-3.6791356447842594
1071,SOLUSDT,2024-12-25,197.02,201.76,194.84,197.35,-9.307109297855419,-6.669666324876721,-34.41952941176473,-0.15873529411766896,-2.6374429729786977
1072,SOLUSDT,2024-12-26,197.35,199.65,186.51,188.37,-9.617850843309327,-7.259303228563243,-31.91514705882355,3.2104882352941075,-2.358547614746084
1073,SOLUSDT,2024-12-27,188.37,194.35,182.46,184.15,-10.088342357915025,-7.8251110544335996,-28.622264705882344,5.541341176470603,-2.263231303481425
